customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,default_flag
100331,22.0,Male,East,Secondary,Self-Employed,2171104.7,2246085.58,Business,533.0,1
100332,41.0,Male,West,Graduate,Salaried,1204782.51,,Other,716.0,0
100333,44.0,Female,South,Primary,Self-Employed,1115853.53,1317387.2,Home,836.0,0
100334,32.0,Male,South,Graduate,Salaried,1238960.91,1710205.36,Business,503.0,1
100335,53.0,Male,North,Graduate,Salaried,1313985.23,906954.81,Education,,0
100336,43.0,Male,East,Graduate,Self-Employed,,518533.61,Car,466.0,0
100337,35.0,Female,South,Secondary,Salaried,226521.47,276118.12,Car,943.0,0
100338,62.0,Male,North,Secondary,Self-Employed,2367771.53,2545772.93,Business,581.0,1
100339,43.0,Male,South,Graduate,Self-Employed,,1276646.0,Education,404.0,1
100340,56.0,Female,East,Secondary,Salaried,328101.97,487006.72,Education,632.0,0
100341,62.0,Female,East,Secondary,Salaried,737500.82,109968.32,Car,713.0,0
100342,22.0,Female,East,Secondary,Salaried,1080797.82,105493.1,Car,494.0,0
100343,64.0,Female,West,Post-Graduate,Self-Employed,1356970.47,1728542.46,Business,485.0,1
100344,29.0,Female,South,Post-Graduate,Self-Employed,1698288.37,605063.16,Education,528.0,0
100345,47.0,Female,East,Secondary,Salaried,1255924.66,265997.91,Other,354.0,0
100346,58.0,Female,North,Graduate,Salaried,457972.97,483576.88,Home,842.0,0
100347,,Male,South,Secondary,Unemployed,2251400.69,3332681.76,Car,446.0,1
100348,26.0,Male,South,Secondary,Salaried,1228763.49,425453.0,Car,,0
100349,52.0,Female,North,Secondary,Salaried,1176230.56,785497.99,Home,788.0,0
100350,55.0,Male,East,Post-Graduate,Self-Employed,1935886.75,1565480.21,Car,318.0,0
100351,35.0,Female,East,Secondary,Salaried,1347740.63,653539.87,Education,366.0,0
100352,39.0,Male,East,Secondary,Self-Employed,490391.48,732940.11,Car,801.0,0
100353,31.0,Female,West,Primary,Salaried,2464920.5,820291.18,Car,322.0,0
100354,28.0,Male,North,Secondary,Self-Employed,1969299.22,1859551.51,Home,349.0,0
100355,24.0,Female,West,Secondary,Salaried,766352.84,821724.64,Home,510.0,0
100356,40.0,Male,North,Graduate,,1585071.66,369262.84,Other,407.0,0
100357,28.0,Male,North,Graduate,Self-Employed,1984864.69,2484044.03,Business,506.0,1
100358,39.0,Male,West,Post-Graduate,Self-Employed,1295140.35,493850.59,Home,313.0,0
100359,57.0,Female,South,Post-Graduate,Self-Employed,354111.86,,Business,,0
100360,39.0,Male,North,Primary,Salaried,271511.29,153810.04,Home,620.0,0
100361,27.0,Female,North,Primary,Salaried,1681500.81,862532.13,Education,748.0,0
100362,26.0,,East,Secondary,Salaried,2412559.04,,Business,694.0,0
100363,47.0,Female,South,Secondary,Self-Employed,316059.64,449690.32,Other,463.0,1
100364,51.0,Female,West,Secondary,Salaried,1011949.48,92300.04,Business,433.0,0
100365,28.0,Female,West,Primary,Salaried,909032.03,975484.15,Other,837.0,0
100366,57.0,Male,East,Graduate,Self-Employed,1614314.52,1076486.6,Business,554.0,0
100367,30.0,Female,North,Primary,Unemployed,1352916.77,978898.86,Home,807.0,0
100368,52.0,Male,East,Post-Graduate,Salaried,696679.13,690112.76,Home,712.0,0
100369,50.0,Male,West,Primary,,913262.74,1344381.53,Business,318.0,1
100370,23.0,Female,North,Graduate,Self-Employed,2414557.3,2327181.59,Business,820.0,0
100371,,Male,North,Graduate,Self-Employed,950176.49,1105400.71,Education,784.0,0
100372,,Male,South,Primary,Salaried,1650093.94,1989901.05,Home,834.0,0
100373,23.0,Female,West,Secondary,Self-Employed,,342114.62,Business,500.0,1
100374,34.0,Male,South,Graduate,Salaried,1141571.2,1590383.91,Business,426.0,0
100375,50.0,Female,South,Post-Graduate,Salaried,1888016.32,1589089.19,Business,743.0,0
100376,53.0,Female,South,Graduate,Salaried,2071366.44,366569.6,Business,629.0,0
100377,47.0,Female,South,Secondary,Unemployed,2431540.63,,Other,436.0,1
100378,65.0,Female,East,Graduate,Salaried,908273.04,1017007.84,Other,522.0,1
100379,39.0,Female,South,Post-Graduate,Self-Employed,2403317.37,1841329.11,Education,630.0,0
100380,56.0,Male,West,Graduate,Self-Employed,1418654.5,1873381.68,Other,732.0,0
100381,27.0,Male,South,Primary,Salaried,799389.59,952642.78,Car,593.0,0
100382,24.0,Female,East,Secondary,Salaried,1012143.25,714505.98,Other,529.0,0
100383,45.0,Male,East,Graduate,Salaried,1065271.7,694806.02,Home,620.0,0
100384,21.0,Female,South,Graduate,Self-Employed,2198673.97,2745795.44,Other,676.0,0
100385,59.0,Male,South,Secondary,Salaried,1763768.54,535326.29,Home,477.0,0
100386,45.0,Male,East,Graduate,Salaried,1534847.65,624365.6,Car,638.0,0
100387,23.0,Male,East,Graduate,Self-Employed,1630850.66,2070396.09,Other,192.0,0
100388,56.0,Male,East,Graduate,Unemployed,1387806.59,1647448.64,Other,463.0,1
100389,46.0,Male,South,Post-Graduate,Self-Employed,948074.36,452816.76,Other,843.0,0
100390,62.0,Male,East,Secondary,Unemployed,,1513187.41,Education,340.0,0
100391,45.0,Female,North,Secondary,Salaried,836163.27,1147471.65,Other,683.0,0
100392,49.0,Male,East,Post-Graduate,Salaried,1372235.7,,Other,471.0,0
100393,55.0,Male,North,Secondary,Self-Employed,674566.31,709256.61,Business,406.0,1
100394,62.0,,North,Graduate,Salaried,1245402.55,,Car,389.0,1
100395,37.0,Female,South,Post-Graduate,Salaried,1226611.54,773928.51,Home,623.0,1
100396,55.0,Male,North,Graduate,Salaried,,243020.38,Education,814.0,0
100397,59.0,Male,West,Secondary,Self-Employed,251500.43,,Business,525.0,1
100398,55.0,Male,South,Secondary,Self-Employed,10269815.39,3153899.29,Home,682.0,0
100399,56.0,Female,South,Secondary,Salaried,1564239.34,1283493.95,Education,387.0,0
100400,34.0,Male,South,Secondary,Salaried,2116616.21,657254.72,Other,,0
100401,24.0,Female,West,Graduate,Salaried,1738309.78,691124.72,Business,502.0,0
100402,42.0,Male,South,Secondary,Self-Employed,2268275.13,1115349.61,Education,761.0,0
100403,65.0,Female,East,Graduate,Unemployed,571243.67,302722.2,Business,526.0,0
100404,38.0,Female,South,Graduate,Salaried,1293493.21,891833.37,Home,612.0,0
100405,32.0,Female,North,Graduate,Self-Employed,504803.87,6697268.9,Home,569.0,0
100406,25.0,Female,North,Graduate,Salaried,1964544.59,666328.75,Other,337.0,0
100407,55.0,Male,South,Secondary,Salaried,1971376.04,2181537.36,Other,597.0,1
100408,53.0,Male,East,Graduate,Self-Employed,2147317.87,2607519.81,Car,469.0,0
100409,49.0,Male,South,Graduate,Salaried,1012405.65,371359.61,Education,799.0,0
100410,44.0,Male,South,Graduate,,1080376.02,1491623.78,Education,347.0,1
100411,27.0,Female,East,Graduate,Salaried,1442892.14,417577.31,Home,687.0,0
100412,,Male,South,Graduate,Salaried,2193109.06,1627267.68,Home,793.0,0
100413,53.0,Female,West,Secondary,Salaried,,570184.01,Other,491.0,1
100414,28.0,Female,West,Graduate,Self-Employed,,957678.36,Business,515.0,0
100415,22.0,Male,South,Graduate,Salaried,1640533.79,144481.36,Education,,1
100416,32.0,Female,West,Graduate,Salaried,223198.48,254925.43,Car,590.0,0
100417,49.0,Female,West,Post-Graduate,Salaried,2106443.49,1918407.26,Other,486.0,0
100418,37.0,Male,East,Post-Graduate,Salaried,339715.52,223815.83,Car,435.0,1
100419,54.0,Female,West,Graduate,Self-Employed,591619.47,805033.05,Other,339.0,0
100420,53.0,Female,North,Graduate,Salaried,1580061.19,1969926.48,Education,741.0,0
100421,23.0,,West,Secondary,Self-Employed,2011768.96,1181377.8,Education,400.0,0
100422,51.0,Female,North,Secondary,Self-Employed,1128060.35,360389.62,Home,307.0,0
100423,54.0,Male,South,Graduate,Salaried,1020465.91,279180.47,Other,559.0,0
100424,48.0,Female,East,Post-Graduate,Salaried,652569.29,562824.85,Other,794.0,0
100425,56.0,Male,East,Graduate,Self-Employed,1103661.02,271667.84,Business,421.0,0
100426,65.0,Female,North,Secondary,Salaried,965175.8,819575.45,Home,353.0,1
100427,26.0,Female,West,Post-Graduate,Salaried,328666.66,148244.22,Business,381.0,0
100428,46.0,Female,East,Graduate,Salaried,2374060.79,2929897.88,Car,806.0,0
100429,63.0,Female,East,Secondary,Self-Employed,1364471.01,1444599.13,Education,473.0,0
100430,36.0,Female,South,Primary,Salaried,1106686.16,1128175.48,Other,715.0,0
100431,21.0,Female,North,Post-Graduate,Salaried,1864641.81,1585864.95,Education,656.0,0
100432,35.0,Female,South,Graduate,Salaried,190791.37,91340.95,Home,818.0,0
100433,53.0,Male,North,Graduate,Unemployed,2212582.27,2708075.75,Business,556.0,0
100434,57.0,Male,South,Graduate,Unemployed,1244528.36,887033.46,Education,328.0,0
100435,25.0,Male,South,Graduate,Salaried,912495.21,1309987.14,Education,828.0,0
100436,36.0,Male,West,Graduate,Self-Employed,356386.86,501336.26,Car,787.0,0
100437,57.0,Male,South,Graduate,Salaried,1886195.43,2475607.24,Car,511.0,1
100438,60.0,Male,North,Secondary,Salaried,2397408.87,1797045.43,Other,306.0,0
100439,23.0,Female,East,Graduate,Salaried,2466038.28,3323203.68,Other,581.0,0
100440,,Male,South,Primary,Self-Employed,1289702.58,,Car,814.0,0
100441,50.0,Female,West,Secondary,Salaried,1743919.1,1023566.21,Other,403.0,0
100442,37.0,Male,East,Secondary,Salaried,1602354.98,911214.37,Business,810.0,0
100443,65.0,Female,East,Post-Graduate,Salaried,597343.01,160945.64,Education,534.0,0
100444,36.0,Female,West,Secondary,Self-Employed,1893417.47,1369693.49,Business,309.0,1
100445,29.0,,East,Graduate,Salaried,1484161.21,1285745.22,Car,707.0,0
100446,24.0,Male,East,Graduate,Self-Employed,1223663.18,647527.5,Other,669.0,0
100447,37.0,Male,West,Secondary,Self-Employed,2414430.42,760607.87,Education,478.0,0
100448,43.0,Male,West,Graduate,Salaried,361905.45,352449.21,Car,774.0,0
100449,31.0,Female,East,Secondary,Self-Employed,1119072.71,1527267.39,Car,381.0,1
100450,41.0,Male,East,Graduate,Self-Employed,1097456.35,1466919.92,Other,671.0,0
100451,49.0,Male,South,Post-Graduate,Salaried,724335.09,310832.79,Business,381.0,1
100452,27.0,Male,West,Graduate,Salaried,1101069.05,1275220.92,Other,385.0,1
100453,30.0,Male,West,Secondary,Salaried,839286.65,807371.28,Car,434.0,0
100454,22.0,Male,East,Post-Graduate,Salaried,1284679.0,1880058.4,Car,578.0,0
100455,65.0,Female,West,Graduate,Self-Employed,1488444.01,,Education,846.0,0
100456,51.0,Female,North,Secondary,Salaried,782752.34,391254.97,Car,300.0,0
100457,43.0,,North,Graduate,Salaried,1932696.67,903603.85,Other,740.0,0
100458,35.0,Female,East,Secondary,Self-Employed,1194086.77,485101.67,Car,699.0,0
100459,37.0,Male,South,Graduate,Self-Employed,1602661.63,1683493.17,Other,578.0,1
100460,38.0,Male,North,Secondary,Salaried,1657591.09,1555027.69,Business,578.0,0
100461,33.0,Male,South,Primary,Salaried,611375.23,138677.54,Business,575.0,1
100462,21.0,Male,South,Primary,Salaried,1154963.82,1371940.24,Business,810.0,0
100463,65.0,Female,East,Primary,Self-Employed,518923.76,244117.38,Business,701.0,0
100464,32.0,Male,East,Graduate,Self-Employed,462950.81,545013.21,Business,554.0,1
100465,36.0,Female,North,Secondary,Self-Employed,397987.91,414294.23,Education,980.0,0
100466,41.0,Male,North,Graduate,Salaried,463368.31,,Home,605.0,0
100467,63.0,Male,North,Secondary,Salaried,214957.08,266420.24,Car,422.0,1
100468,21.0,Female,West,Graduate,Salaried,1968249.04,771884.9,Other,811.0,0
100469,42.0,Female,North,Primary,,1807081.28,2155792.44,Education,428.0,0
100470,56.0,,East,Graduate,Salaried,627679.49,664479.62,Education,931.0,0
100471,23.0,Male,West,Graduate,Salaried,1317013.43,1141195.6,Business,656.0,0
100472,38.0,Female,South,Primary,Salaried,,378907.66,Other,675.0,0
100473,45.0,Female,North,Graduate,Salaried,,812702.48,Other,364.0,0
100474,45.0,Male,West,Graduate,Salaried,836859.47,543932.97,Other,629.0,0
100475,63.0,Male,South,Secondary,Salaried,428367.99,163542.82,Business,332.0,0
100476,63.0,Male,East,Primary,Salaried,1845400.85,85569.37,Home,513.0,0
100477,50.0,Female,North,Secondary,Self-Employed,2245799.02,,Education,359.0,0
100478,54.0,Male,North,Graduate,Salaried,680888.15,,Other,403.0,0
100479,45.0,Male,South,Graduate,Unemployed,12581111.26,1257435.39,Other,408.0,0
100480,43.0,Female,West,Post-Graduate,Salaried,598519.97,390432.12,Other,645.0,0
100481,59.0,Male,East,Post-Graduate,Salaried,,3166699.49,Business,,0
100482,41.0,Female,South,Secondary,Salaried,1907421.77,1062031.78,Business,763.0,0
100483,21.0,Female,East,Graduate,Salaried,2484715.86,1159894.03,Car,607.0,0
100484,41.0,Male,East,Post-Graduate,Salaried,1503950.24,1310933.03,Education,396.0,1
100485,30.0,Male,East,Post-Graduate,Salaried,774485.71,383854.79,Car,709.0,0
100486,25.0,Female,West,Secondary,Self-Employed,1779860.63,1559608.59,Education,397.0,0
100487,23.0,Female,West,Primary,Salaried,1968491.49,1059949.97,Home,744.0,0
100488,35.0,Female,North,Graduate,Self-Employed,305576.84,264139.94,Car,626.0,0
100489,41.0,Female,South,Secondary,Self-Employed,2493892.14,3633952.44,Business,816.0,1
100490,39.0,Female,South,Secondary,Salaried,1505742.17,158909.14,Business,708.0,0
100491,53.0,Male,South,Graduate,Salaried,639611.78,409509.91,Other,500.0,0
100492,36.0,Male,East,Graduate,Salaried,2324000.35,357847.26,Education,723.0,0
100493,33.0,Male,North,Graduate,Salaried,991342.05,1230627.03,Business,752.0,0
100494,23.0,Female,South,Secondary,Salaried,1937942.38,2486273.46,Car,415.0,0
100495,60.0,Female,East,Primary,Self-Employed,438164.94,323298.72,Other,191.0,0
100496,34.0,Male,East,Graduate,,2482140.94,2603143.26,Other,318.0,1
100497,23.0,Male,North,Secondary,Self-Employed,1613678.28,175839.51,Education,308.0,1
100498,63.0,Female,East,Post-Graduate,Salaried,2192392.23,2153175.36,Other,536.0,0
100499,27.0,Female,West,Post-Graduate,Salaried,612488.34,484931.65,Home,768.0,0
100500,,Male,East,Secondary,Salaried,544252.18,315764.58,Education,660.0,0
100501,36.0,Other,East,Graduate,Self-Employed,2218531.28,,Education,330.0,0
100502,35.0,Male,West,Graduate,Salaried,1066720.52,1539016.42,Other,532.0,1
100503,30.0,Male,East,Post-Graduate,Salaried,1437982.3,485632.09,Car,441.0,0
100504,29.0,Male,South,Secondary,Unemployed,1966515.99,1952923.77,Other,461.0,1
100505,55.0,Female,North,Secondary,Self-Employed,517612.97,71417.28,Business,,0
100506,47.0,Male,East,Secondary,,485186.44,67756.62,Other,,0
100507,35.0,Female,South,Graduate,Salaried,1776487.78,1296186.92,Business,814.0,0
100508,62.0,Male,West,Graduate,Salaried,628362.8,78766.3,Business,315.0,0
100509,35.0,Female,South,Graduate,Salaried,2330879.44,3446787.42,Business,801.0,0
100510,36.0,Male,North,Graduate,Self-Employed,1850866.12,1124572.75,Home,849.0,0
100511,54.0,Male,West,Graduate,Salaried,2490340.38,1961684.11,Home,705.0,0
100512,56.0,Male,North,Secondary,Salaried,2231802.38,2601357.45,Business,592.0,0
100513,39.0,Female,North,Graduate,Unemployed,,1234468.66,Home,392.0,0
100514,,Female,South,Secondary,Salaried,237796.1,189141.23,Home,506.0,0
100515,37.0,Male,South,Graduate,Salaried,444862.66,6590835.02,Business,671.0,0
100516,53.0,Female,South,Secondary,Salaried,1962363.95,2689645.31,Car,453.0,1
100517,32.0,Female,North,Secondary,Salaried,1963222.58,1341843.45,Car,485.0,1
100518,33.0,Male,East,Primary,Salaried,1336850.0,1628795.72,Other,805.0,1
100519,63.0,Male,West,Secondary,Self-Employed,195249.41,264255.74,Other,584.0,0
100520,34.0,Male,South,Primary,Salaried,517268.65,73542.55,Home,605.0,0
100521,24.0,Male,South,Secondary,Salaried,1713345.1,1813626.33,Other,481.0,0
100522,,Female,North,Graduate,Salaried,2262269.08,2792476.11,Home,737.0,0
100523,39.0,Male,North,Graduate,Salaried,1402762.34,1127698.61,Home,514.0,0
100524,57.0,Female,North,Graduate,Self-Employed,2346628.69,3472330.01,Education,594.0,1
100525,37.0,Female,East,Post-Graduate,Self-Employed,,1470059.07,Car,809.0,0
100526,60.0,Male,East,Post-Graduate,Salaried,235649.37,239811.11,Car,420.0,0
100527,60.0,Other,West,Primary,Salaried,2050020.96,692328.92,Education,506.0,0
100528,,Male,East,Graduate,Salaried,,596478.55,Car,329.0,0
100529,42.0,Female,West,Post-Graduate,Self-Employed,1677913.15,1237786.73,Other,771.0,0
100530,42.0,Male,West,Post-Graduate,Salaried,1388889.88,1198717.54,Home,623.0,0
100531,34.0,Female,East,Graduate,Self-Employed,1000341.65,1456436.18,Education,587.0,0
100532,45.0,Female,South,Graduate,Salaried,1560845.13,2031015.59,Education,615.0,0
100533,23.0,Male,North,Graduate,,1228422.68,1754305.12,Car,,0
100534,28.0,Male,North,Graduate,Unemployed,1209555.9,6994645.03,Car,794.0,0
100535,33.0,Male,West,Graduate,Salaried,1979237.05,468257.55,Other,400.0,0
100536,64.0,Other,South,Graduate,Salaried,1835731.55,1462210.2,Home,304.0,0
100537,64.0,Female,North,Secondary,Self-Employed,419198.56,493463.44,Education,619.0,1
100538,61.0,Female,East,Secondary,Salaried,1414879.87,1651462.01,Car,420.0,1
100539,38.0,Male,North,Secondary,Salaried,918885.0,238033.83,Car,,0
100540,25.0,Male,East,Graduate,Salaried,247263.03,339861.61,Home,351.0,1
100541,26.0,Male,South,Graduate,Self-Employed,1640372.0,1713586.09,Education,756.0,0
100542,42.0,Female,North,Post-Graduate,Self-Employed,1260413.24,292585.01,Education,779.0,0
100543,64.0,Female,West,Graduate,Unemployed,513434.31,695040.29,Business,564.0,0
100544,32.0,Female,East,Graduate,Self-Employed,1231616.72,104397.51,Business,786.0,0
100545,50.0,Female,East,Graduate,Self-Employed,475554.08,118278.14,Home,409.0,0
100546,40.0,Female,West,Graduate,Salaried,745363.26,219840.81,Education,793.0,0
100547,34.0,Female,West,Graduate,Salaried,2006598.11,1661743.57,Home,541.0,1
100548,57.0,Female,North,Graduate,Salaried,1467803.47,1818751.28,Business,480.0,1
100549,25.0,Female,West,Secondary,Self-Employed,322638.75,144434.4,Home,442.0,0
100550,,Female,West,Graduate,Salaried,1520800.88,486571.62,Education,624.0,0
100551,48.0,Female,East,Post-Graduate,Salaried,1598658.55,1248469.05,Home,430.0,0
100552,44.0,Female,North,Primary,Salaried,2450575.25,447751.05,Car,588.0,0
100553,48.0,Female,West,Graduate,Self-Employed,1121995.76,760662.58,Business,516.0,0
100554,29.0,Male,West,Graduate,Salaried,1147986.35,,Home,428.0,1
100555,62.0,Male,West,Graduate,Unemployed,494999.73,145024.98,Other,725.0,0
100556,48.0,Female,West,Graduate,Salaried,,9182207.48,Home,490.0,0
100557,57.0,Female,South,Graduate,Salaried,2329629.53,2035213.57,Other,334.0,0
100558,51.0,Female,North,Graduate,Unemployed,365746.41,414084.8,Education,839.0,0
100559,50.0,Female,North,Secondary,Self-Employed,1719869.7,1741723.66,Education,619.0,0
100560,55.0,Female,West,Graduate,Unemployed,1511599.5,785098.87,Education,661.0,0
100561,39.0,Male,East,Graduate,Salaried,322489.21,255225.72,Education,473.0,0
100562,60.0,Male,West,Primary,Salaried,2155352.99,934400.91,Education,435.0,0
100563,37.0,,North,Graduate,Unemployed,1894403.98,1890102.82,Education,678.0,0
100564,65.0,Male,South,Graduate,Self-Employed,975407.35,169268.64,Car,448.0,0
100565,52.0,Female,West,Graduate,,1201229.22,1166931.25,Education,515.0,0
100566,24.0,Female,North,Primary,Salaried,1284858.11,,Business,845.0,0
100567,51.0,Male,West,Primary,Unemployed,1221263.85,1259004.53,Home,842.0,0
100568,27.0,Female,East,Post-Graduate,Salaried,,2981101.12,Home,643.0,0
100569,37.0,Female,West,Graduate,Self-Employed,740968.97,763179.81,Car,499.0,0
100570,41.0,Female,North,Graduate,Salaried,406661.12,108187.21,Education,756.0,0
100571,37.0,Male,North,Graduate,Salaried,14973786.66,2095040.85,Home,522.0,0
100572,28.0,Male,South,Secondary,Self-Employed,1683141.54,2037689.09,Car,489.0,0
100573,37.0,Male,North,Graduate,Unemployed,821209.86,554615.3,Home,631.0,0
100574,38.0,Female,West,Secondary,Unemployed,779113.57,959256.23,Business,482.0,1
100575,33.0,Female,South,Graduate,Salaried,1434266.6,956236.22,Education,408.0,0
100576,27.0,Male,North,Graduate,Salaried,1214446.36,1638323.7,Home,452.0,0
100577,23.0,Female,East,Secondary,Salaried,1087886.45,55858.71,Business,802.0,0
100578,25.0,Female,North,Secondary,Self-Employed,11335382.83,405588.24,Education,848.0,0
100579,42.0,Female,West,Primary,Unemployed,1681212.63,953092.3,Business,51.0,1
100580,39.0,Female,South,Graduate,Unemployed,1712903.09,802960.39,Education,699.0,0
100581,52.0,Male,West,Graduate,Salaried,627975.11,691980.35,Home,544.0,0
100582,55.0,Female,West,Graduate,Self-Employed,1222392.88,1826158.22,Education,337.0,1
100583,23.0,Male,South,Graduate,Self-Employed,1243419.25,1280798.64,Other,849.0,1
100584,35.0,Female,North,Graduate,Salaried,224226.18,309760.94,Car,346.0,1
100585,,Male,North,Post-Graduate,Self-Employed,405718.0,391416.72,Home,365.0,0
100586,28.0,Female,South,Primary,Salaried,962636.02,1215200.53,Other,711.0,0
100587,55.0,Male,South,Graduate,,,217540.76,Car,,0
100588,65.0,Male,South,Secondary,Unemployed,274421.43,86151.59,Home,685.0,0
100589,52.0,Male,North,Secondary,Salaried,1692073.44,2256742.58,Business,726.0,0
100590,65.0,Male,South,Graduate,Salaried,1135912.67,1601477.33,Business,338.0,0
100591,60.0,Female,East,Secondary,Salaried,726682.5,172210.93,Other,842.0,0
100592,44.0,Female,South,Graduate,Self-Employed,662812.19,100108.74,Business,415.0,0
100593,52.0,Male,North,Primary,Salaried,666248.23,288654.91,Home,764.0,1
100594,55.0,Male,North,Graduate,Salaried,2256583.69,,Education,633.0,0
100595,35.0,Female,East,Secondary,Salaried,,381093.3,Other,525.0,1
100596,52.0,Male,West,Secondary,Unemployed,1235578.82,748499.16,Car,439.0,0
100597,61.0,Male,East,Secondary,Salaried,1785928.43,206817.97,Business,439.0,1
100598,50.0,Male,East,Secondary,Salaried,543748.45,658337.29,Other,474.0,0
100599,35.0,Male,West,Post-Graduate,Salaried,1278494.46,914321.59,Car,314.0,0
100600,36.0,Male,South,Post-Graduate,Salaried,525609.71,,Home,305.0,0
100601,23.0,Other,North,Secondary,Salaried,2058542.33,2166303.42,Car,400.0,0
100602,,Female,North,Graduate,Salaried,685775.05,400758.23,Home,544.0,0
100603,22.0,Male,East,Secondary,,1503283.45,1336926.87,Car,,0
100604,46.0,Male,East,Graduate,,183163.67,190983.98,Education,694.0,0
100605,54.0,Male,West,Graduate,Self-Employed,1601002.87,1402654.33,Home,512.0,0
100606,60.0,Female,North,Graduate,Unemployed,1024458.01,126657.42,Other,692.0,0
100607,23.0,Male,South,Graduate,Self-Employed,1480959.04,1729771.69,Car,441.0,0
100608,55.0,Male,West,Graduate,Self-Employed,2201024.81,2335322.17,Education,530.0,1
100609,53.0,Female,East,Primary,Salaried,,949796.57,Other,425.0,0
100610,64.0,Female,East,Graduate,Salaried,1742071.03,1826804.63,Business,367.0,1
100611,26.0,Male,South,Secondary,,433726.62,215728.43,Car,451.0,0
100612,54.0,Female,North,Secondary,Unemployed,1436129.1,,Home,655.0,0
100613,39.0,Male,North,Post-Graduate,,2378081.01,2317389.87,Education,721.0,0
100614,52.0,Female,West,Graduate,Salaried,2264014.06,1075538.75,Education,566.0,1
100615,39.0,Female,North,Secondary,Salaried,2398416.14,7791231.6,Education,464.0,0
100616,32.0,Female,South,Secondary,Salaried,2485553.45,2163293.27,Car,751.0,0
100617,34.0,Female,North,Graduate,Unemployed,523230.58,379526.27,Home,466.0,0
100618,22.0,Male,West,Graduate,Unemployed,2332522.19,588193.9,Education,819.0,0
100619,51.0,Female,South,Graduate,Self-Employed,2319717.68,1211544.17,Home,415.0,0
100620,29.0,Female,North,Secondary,Salaried,2130834.45,1453142.33,Other,394.0,0
100621,62.0,Male,South,Graduate,Self-Employed,634060.36,125321.75,Home,756.0,0
100622,,Male,West,Secondary,Self-Employed,2368693.02,3232325.58,Business,669.0,0
100623,44.0,Male,North,Secondary,Salaried,2447854.82,3216530.49,Business,389.0,1
100624,47.0,Female,East,Secondary,Self-Employed,2262718.78,2486513.8,Other,724.0,1
100625,59.0,Male,South,Secondary,Unemployed,1398698.43,736949.47,Business,684.0,1
100626,61.0,Female,West,Secondary,Salaried,1497565.87,2059378.27,Business,504.0,1
100627,,Female,North,Graduate,Salaried,1537683.15,1164949.96,Home,774.0,0
100628,30.0,Male,West,Secondary,Self-Employed,847438.56,269041.9,Education,550.0,1
100629,52.0,Other,North,Graduate,Salaried,1294727.3,875081.28,Business,564.0,0
100630,65.0,Female,East,Graduate,Salaried,2141049.76,564853.68,Business,359.0,1
100631,65.0,Male,South,Primary,Salaried,,2374984.32,Other,349.0,1
100632,61.0,Female,South,Graduate,Salaried,399260.07,463110.34,Education,630.0,0
100633,38.0,Female,East,Primary,Salaried,2090090.38,89791.04,Business,830.0,0
100634,47.0,Male,South,Secondary,Salaried,692983.32,236433.69,Other,838.0,0
100635,65.0,Female,North,Secondary,,450432.31,132105.2,Education,317.0,0
100636,65.0,Male,West,Post-Graduate,Salaried,1951527.75,1034163.59,Home,611.0,1
100637,,Male,South,Graduate,Salaried,666831.14,982296.14,Home,735.0,0
100638,25.0,Male,West,Graduate,Salaried,430136.33,522030.01,Business,825.0,0
100639,28.0,Female,North,Primary,Self-Employed,1930556.63,2276498.2,Car,510.0,0
100640,32.0,Female,North,Primary,Self-Employed,2365080.35,3368512.99,Other,,0
100641,60.0,Male,North,Primary,Salaried,212443.6,108299.87,Car,496.0,0
100642,55.0,Male,North,Post-Graduate,Unemployed,2155008.6,1560788.21,Home,489.0,1
100643,32.0,Female,West,Secondary,Salaried,1125580.89,1297471.41,Home,621.0,1
100644,54.0,Male,East,Graduate,Salaried,274211.87,168553.94,Business,418.0,0
100645,59.0,Female,West,Secondary,Salaried,2465112.6,1611062.45,Business,371.0,0
100646,64.0,Male,North,Post-Graduate,Salaried,423998.77,306701.39,Business,387.0,1
100647,46.0,Female,North,Graduate,Self-Employed,571437.85,343570.99,Other,503.0,0
100648,46.0,Male,West,Graduate,Salaried,1835305.63,1622901.86,Business,579.0,0
100649,43.0,Male,West,Post-Graduate,Salaried,521907.91,383184.46,Business,425.0,0
100650,35.0,Female,South,Primary,Self-Employed,,1598944.22,Business,327.0,0
100651,59.0,Female,South,Secondary,Self-Employed,1943597.75,1944258.13,Business,832.0,0
100652,33.0,Male,West,Graduate,,977188.31,1267108.98,Home,318.0,0
100653,48.0,Female,North,Secondary,Salaried,1053100.83,753113.74,Education,333.0,1
100654,31.0,Female,South,Secondary,Salaried,1952505.84,1687596.96,Other,802.0,0
100655,57.0,Male,South,Graduate,Salaried,1327683.42,1934969.98,Education,661.0,0
100656,41.0,Male,North,Secondary,Salaried,2058163.95,1823651.32,Business,649.0,0
100657,43.0,Other,West,Secondary,Self-Employed,754464.32,751028.91,Home,386.0,0
100658,40.0,Male,South,Primary,Salaried,1249309.78,1624753.68,Education,827.0,0
100659,22.0,Female,North,Post-Graduate,Salaried,1085497.83,953607.25,Car,800.0,0
100660,42.0,Female,East,Secondary,Salaried,2429072.39,775041.53,Other,377.0,0
100661,,Male,North,Secondary,Salaried,2046679.01,1936219.88,Other,394.0,0
